"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"WALDIR TURCHETTI DA COSTA LEITE","LEITE",6,1
"WILSON PICLER","WILSON PICLER",8,1
"ABIGUAR RODRIGUES CLAUDIO FILHO","ABIGUAR",6,1
"ABRAAO CARDOSO DO NASCIMENTO","ABRAAO CARDOSO",8,1
"ADALGISA APARECIDA DA CONCEICAO","PROFESSORA ADALGISA",8,1
"ADEMAR HIUNES BORGES JUNIOR","HIUNES",8,1
"ADEMILTO SILVA DE SOUZA","ADEMILTO BOMBEIRAO",7,1
"ADERLY DE OLIVEIRA VALENTE","ADERLY VALENTE",4,1
"ADILSON SOARES","DR ADILSON SOARES",8,1
"ADILSON THEODORO SOARES","CEL SOARES",8,1
"ADOLPHO KONDER HOMEM DE CARVALHO FILHO","ADOLPHO KONDER",8,1
"ADRIAN MUSSI RAMOS","ADRIAN",6,1
"ADRIANA XAVIER DA MATTA","ADRIANA DA MATTA",6,1
"ADRIANO HENRIQUE DE ANDRADE FIGUEIRA SILVA","ADRIANO FIGUEIRA",7,1
"AFONSO LUIZ DE ALMEIDA","AFONSO ALMEIDA",7,1
"AGENOR DE SOUZA GOMES FILHO","AGENOR",8,1
"AGNALDO BORBOREMA DA SILVA","BORBOREMA",6,1
"ALBANO BATISTA FILHO","BANINHO",6,1
"ALBIRATO DE JESUS GOUDART","BIRA",6,1
"ALCENIR DE OLIVEIRA MARIANO","ALCENIR MARIANO",4,1
"ALCIDES DE CARLI","ALCIDES DE CARLI",4,1
"ALCIMACO COSME DE OLIVEIRA MACIEL JUNIOR","MACIEL",6,1
"ALESSANDRO LUCCIOLA MOLON","ALESSANDRO MOLON",8,1
"ALEX RODRIGUES DE OLIVEIRA","ALEX A.R",5,1
"ALEX TEIXEIRA DE SANT'ANA","ALEX SANT'ANA",8,1
"ALEX TELLES","ALEX TELLES",4,1
"ALEXANDER GONCALVES DA SILVA","ALEX",7,1
"ALEXANDRE AGUIAR CARDOSO","ALEXANDRE CARDOSO",8,1
"ALEXANDRE AUGUSTUS SERFIOTIS","ALEXANDRE SERFIOTIS",8,1
"ALEXANDRE CIPRIANO DE OLIVEIRA","ALEXANDRE DRIM",3,1
"ALEXANDRE JOSE DOS SANTOS","ALEXANDRE SANTOS",8,1
"ALEXANDRE JOSE FARAH","ALEXANDRE FARAH",8,1
"ALEXANDRE ROSA DA COSTA","ALEXANDRE ROSA",6,1
"ALEXANDRO VIEIRA DOS SANTOS","POETA",6,1
"ALFA HELENA GONCALVES","ALFA HELENA",8,1
"ALIPIO MONTEIRO FILHO","ALIPIO MONTEIRO",8,1
"ALLAN KARDEC RESENDE PONTES","DR ALLAN PONTES",8,1
"ALMIR PORTO DE OLIVEIRA","CORONEL ALMIR PORTO",6,1
"ALMIR RANGEL","ALMIR RANGEL",6,1
"ALUZIO DOS SANTOS JUNIOR","DR ALUIZIO",8,1
"ALVARO ANIBAL ALVES DE MAGALHAES","ALVARO MAGALHAES",8,1
"ALVARO HENRIQUE FELIZOLA BASTOS","ALVARO FELIZOLA",6,1
"ALVARO LOPES MENEZES","ALVARO MENEZES",8,1
"AMANDA CESARIO FERREIRA","AMANDA CESÁRIO",6,1
"AMBER JEAN DE OLIVEIRA SCHIAFFINU","DRA AMBER",8,1
"AMELIA MARIA SILVA LIMA","AMELIA MARIA",6,1
"AMERICA TEREZA NASCIMENTO DA SILVA","AMERICA TEREZA",8,1
"ANA CAROLINA MEIRELLES ERTHAL","ANA ERTHAL",7,1
"ANA LEILA GONCALVES","LEILA LEIDE QUENTE",4,1
"ANANIAS BERNARDO DA SILVA","ANANIAS BERNARDO",4,1
"ANDERSON FARIAS DE ALMEIDA","ANDERSON FARIAS",6,1
"ANDRE MESSIAS DO NASCIMENTO","ANDRE MESSIAS",8,1
"ANDRE TAFFAREL INACIO DOS SANTOS","TAFFAREL",6,1
"ANDREA DE JESUS LAMBERT","ANDREA LAMBERT",8,1
"ANDREIA ALMEIDA ZITO DOS SANTOS","ANDREIA ZITO",8,1
"ANDREIA PEREIRA DE SOUZA","ANDREIA PEREIRA DE SOUZA",6,1
"ANDRE LUIZ COSTA DE SOUZA","ANDRÉ COSTA",8,1
"ANGELO DE FREITAS RODRIGUES CORREIA","ANGELO FREITAS",7,1
"ANSELMO LOURENCO","ANSELMO DA FARMACIA",7,1
"ANTERO NAPOLITANO","ANTERO NAPOLITANO",6,1
"ANTHONY WILLIAN GAROTINHO MATHEUS DE OLIVEIRA","GAROTINHO",6,1
"ANTONIO BERNARDO DE OLIVEIRA JUNIOR","BERNARDO JUNIOR",6,1
"ANTONIO CARLOS BISCAIA","BISCAIA",6,1
"ANTONIO CARLOS COTTAS","ANTONIO COTTAS",8,1
"ANTONIO CARLOS DA GAMA","CARLOS GAMA",7,1
"ANTONIO CARLOS DA SILVA PASSOS","DIDA",7,1
"ANTONIO CARLOS MACHADO VIEIRA","MACHADO VIEIRA",6,1
"ANTONIO CARLOS VOLOTAO FERREIRA","VOLOTAO FERREIRA O CARA",3,1
"ANTONIO FERREIRA DE MELLO","XAOLIN DA ROCINHA",5,1
"ANTONIO FERREIRA PEDREGAL FILHO","PEDREGAL",8,1
"ANTONIO MARCOS DOS SANTOS ABUD","ANTONIO MARCOS DOS SANTOS ABUD",6,1
"ANTONIO MARIANO DOS ANJOS","ANTONIO DOS ANJOS CONSTRUTOR",6,1
"ANTONIO MARMO OLIVEIRA SANTOS","MARMO",7,1
"ANTONIO ROSEVELT BORGES DE OLIVEIRA","DU NORT",3,1
"ANTONIO SARAIVA DA ROCHA","PROFESSOR SARAIVA",8,1
"ANTONIO TEIXEIRA ALEXANDRE NETO","ALEXANDRE NETO",8,1
"ARAO DO NASCIMENTO OLIVEIRA","PR ARAO DO NASCIMENTO",6,1
"ARLINDO DA SILVA RODRIGUES LOPES","ARLINDO DO GÁS",6,1
"ARNALDO FERREIRA LEAL FILHO","ARNALDO LEAL",8,1
"AROLDE DE OLIVEIRA","AROLDE DE OLIVEIRA",8,1
"AROLDO GOMES DA SILVA","AROLDO GOMES",5,1
"ATAIDE FIGUEIRA CARNEIRO JUNIOR","ATAIDE JUNIOR",4,1
"AUGUSTO CESAR AVELLAR FILHO","AUGUSTO AVELLAR",8,1
"AUGUSTO CESAR DE OLIVEIRA TEIXEIRA","AUGUSTO CESAR",6,1
"AUGUSTO CESAR SENNA DE ALMEIDA","AUGUSTO SENNA",8,1
"AUREO LIDIO MOREIRA RIBEIRO","AUREO",7,1
"BALTHAZAR DIAS SALGADO","BALTAZAR SALGADO",8,1
"BARBARA DOS SANTOS","BABI DO FLAMENGO",8,1
"BARBARA PUPPIN DA SILVA","BABI",8,1
"BENEDITA SOUZA DA SILVA SAMPAIO","BENEDITA",8,1
"BENEDITO LIMA","BENEDITO CARAMURU",8,1
"BENONI ALMEIDA DE SOUZA","BENONI",6,1
"BERNARDO RAMOS ARISTON","BERNARDO ARISTON",8,1
"BIANCA CANEDO TRINDADE","BIANCA CANEDO",6,1
"BLANCHE HENRIETTE VINHAES BITTENCOURT","BRANQUINHA BITTENCOURT",8,1
"BRUNO MARINHO BARCELLOS","BRUNO MARINHO",7,1
"CAMILA PIRES DE OLIVEIRA","CAMILA PIRES",8,1
"CANDIDA HELENA MACHADO","PROFESSORA CANDIDA",8,1
"CARLOS ALBERTO ALMEIDA DE AGUIAR","CARLOS AGUIAR",7,1
"CARLOS ALBERTO DA SILVA BRAZ","FILHAO",6,1
"CARLOS ALBERTO LAVRADO CUPELLO","TIO CARLOS",8,1
"CARLOS ALBERTO LOPES","DR. CARLOS ALBERTO",8,1
"CARLOS ALBERTO MARTINS BORBA","CARLOS BORBA",8,1
"CARLOS ALBERTO MIRANDA DE MORAES","CARLOS ALBERTO M. DE MORAES",8,1
"CARLOS ANTONIO OLIVEIRA DA SILVA","CARLOS SILVA",6,1
"CARLOS AUGUSTO ALVES SANTANA","CARLOS SANTANA",7,1
"CARLOS AUGUSTO PINTO LOUREIRO","CARLOS AUGUSTO DA CIDADE",6,1
"CARLOS CESAR GOMES","DR. CARLÃO",8,1
"CARLOS CORREIA DOS SANTOS","DR. CARLOS CORREIA",8,1
"CARLOS DAUDT BRIZOLA","BRIZOLA NETO",7,1
"CARLOS EUGENIO SARMENTO COELHO DA PAZ","CARLOS EUGÊNIO CLEMENTE",8,1
"CARLOS HENRIQUE DE CARVALHO","KIQUE CARVALHO",8,1
"CARLOS HENRIQUE PEREIRA MARTINS","CARLOS HENRIQUE",8,1
"CARLOS JESUS ONTIVEROS GUARDIA","CARLOS ONTIVEROS",8,2
"CARLOS JOSE MOREIRA CATOLICO","CARLÃO DA LUZÁGUA",8,1
"CARLOS MORAES COSTA","CARLOS MORAES",8,1
"CARLOS ROBERTO DA SILVA OLIVEIRA FILHO","SILVA FILHO GRILO",6,1
"CARLOS VICTOR DA ROCHA MENDES","CARLOS VICTOR",8,1
"CATIA DE PAULA","KATHIA ESTRELA",7,1
"CATIA NUNES DA SILVA","CATIA NUNES",4,1
"CELIA MARIA DE SOUZA","CELIA DA VOLDAC",6,1
"CELSO ALENCAR RAMOS JACOB","CELSO JACOB",8,1
"CELSO ALVES DA COSTA","CELSO COSTA",8,1
"CELSO DE JESUS VILELA","CELSO DE JESUS O BRASILEIRO",8,1
"CELSO RODRIGUES DA SILVA TEIXEIRA","CELSO TEIXEIRA",8,1
"CELSO SILVA DE CARVALHO","CELSO CARVALHO",8,1
"CESAR AUGUSTO COELHO FERREIRA","CESAR FERREIRA",8,1
"CESAR AUGUSTO VIANA DE ARAUJO","PROFESSOR CESAR AUGUSTO",8,1
"CESAR DE CASTRO HAIACHI","CESAR HAIACHI",8,1
"CHRISTIANO ALVES VIEIRA","CHRIS",6,1
"CINTIA DANIELA DOURADO PONTES DE AMORIM","CINTIA DO SALAO",5,1
"CIPRIANO NOGUEIRA DA SILVA","CIPRIANO NOGUEIRA",5,1
"CLARINDA DE ALMEIDA","CLARINDA DE ALMEIDA",6,1
"CLAUDIA BASTOS FRANCA DO CARMO TAVARES","CLAUDIA FRANÇA",8,1
"CLAUDIA MARIA FERREIRA XAVIER","CLAUDIAF AMADOR",6,1
"CLAUDIO GERALDO AVELAR DE ARAUJO","CLAUDIO AVELAR",8,1
"CLAUDIO HENRIQUE DOS ANJOS","CLAUDIO HENRIQUE BARACK OBAMA",7,1
"CLAUDIO JOSE DE OLIVEIRA","CLAUDIO VIGILANTE",5,1
"CLAUDIO PEDROSA DE OLIVEIRA","PEDROSA",8,1
"CLAUDIO ROCHA DE SOUZA","DR. CLAUDIO ROCHA",8,1
"CLEBER DA SILVA VIEGAS","BINHO",4,1
"CLEBER LUIZ DO REGO","CLEBER LUIZ",7,1
"CLEBER RIBEIRO AFONSO","COMANDANTE RIBEIRO AFONSO",8,1
"CLEIBE MANGE ESTEVES","CLEIBE DO RIO",6,1
"CLEITON GONCALVES DE ARAUJO","CLEITON GONCALVES",6,1
"CLEMENTE DA COSTA FONTENELE","CLEMENTE FONTENELE",8,1
"CLEMENTINA DO NASCIMENTO PIRES","NENEUMA PIRES",4,1
"CLEMIR DA SILVA RAMOS","CLEMIR RAMOS",8,1
"CLENILCE SILVA DE PAULA","GM CLENILCE (CLÉO)",6,1
"CLOVIS DE JESUS SAVALLA CORREA CARVALHO","SAVALLA",8,1
"CLOVIS JOSE DOS PASSOS FILHO","CLOVINHO",8,1
"CORALIA CALIXTO MACHADO","CORA MACHADO",6,1
"CRISTIANE DE BARROS FERNANDES","CRISTIANE DO ARISTEU",7,1
"CRISTIANO VIANNA DO NASCIMENTO","CRISTIANO VIANNA",8,1
"DALTRO JACQUES D'ORNELLAS","JACQUES D'ORNELLAS",4,1
"DALVA MATTOZINHO SOUZA","DALVA MATTOZINHO",6,1
"DANIEL DE MELLO GOMES","DR DANIEL GOMES",8,1
"DANIEL DE SOUZA BASTOS","DANIEL BASTOS",6,1
"DANIEL SAMPAIO TOURINHO","DANIEL TOURINHO",8,1
"DAYSE SAYAO TAVORA ESPINDOLA","DAYSE ESPÍNOLA",6,1
"DEBORA DE OLIVEIRA LIMA","DEBORA LIMA",5,1
"DEISE BATISTA TEIXEIRA DOS SANTOS","DEISE VENDE",7,1
"DEISE DA SILVA MENEZES","DEISE MENEZES",8,1
"DELFINA MARIA BARROS","DELFINA FINA",6,1
"DEMETRIO MASSAD SOBRINHO","DEMETRIO MASSAD",7,1
"DENILSON DE PAULA SILVA","DENILSON",6,1
"DENISE MUNIZ","DENISE MUNIZ",8,1
"DIEGO DUTRA TEMOTEO","DIEGO DUTRA",7,1
"DILSON AVELINO DA SILVA","DILSON MAGRINHO",7,1
"DILSON MALHEIROS DRUMOND","DR. DILSON DRUMOND",8,1
"DORIVALDE GODOY PEREIRA DE ASSIS","DORI",8,1
"DORVALINA MARIA DA SILVA BATISTA","DORVALINA MARIA DA SILVA BATIS",4,1
"DRAULO VALENTE GOMES","DUU GOMES",4,1
"EBER PEREIRA RANAURO","EBER RANAURO",8,1
"EBER SOARES DE SOUZA","EBER DE SOUZA",8,1
"EDELZUITA DE LOURDES SANTOS DE OLIVEIRA","DRA EDELZUITA",8,1
"EDIBERTO BARROS","EDIBERTO BARROS",7,1
"EDILSON DO NASCIMENTO PITOMBEIRA","PITOMBEIRA",7,1
"EDILSON GUIMARAES MAIA","EDILSON MAIA",6,1
"EDMILSON DE SOUZA BITTENCOURT","EDMILSON BITTENCOURT",6,1
"EDMILSON JOSE VALENTIM DOS SANTOS","EDMILSON VALENTIM",7,1
"EDNEI DE OLIVEIRA","EDNEI",8,1
"EDSON DOS SANTOS","DR EDSON SARNEY",8,1
"EDSON FLAVIO COELHO","EDSON FLAVIO",8,1
"EDSON JOSE COSTA DE SOUZA","EDSON SOUZA",8,1
"EDSON MOREIRA BRIGIDO","EDSON BRIGIDO",8,1
"EDSON SANTOS","EDSON SANTOS",6,1
"EDSON SILVA DE OLIVEIRA","CORONEL EDSON DO FORTE",8,1
"EDUARDO COSENTINO DA CUNHA","EDUARDO CUNHA",8,1
"EDUARDO DA SILVA","EDUARDO SILVA",6,1
"EDUARDO DANTAS DE SA","EDUARDO DANTAS",8,1
"EDUARDO HENRIQUE SOARES","EDUARDO SOARES",8,1
"EISABURO MORI","MORI - SEU MIAGUI",7,1
"ELAINE MOURA","ELAINE MOURA",8,1
"ELDA MARA MELLO DE CASTRO","PROF. MARA",6,1
"ELDECI GOMES DE BARROS","ELDECI BARROS",8,1
"ELDIO SUZANO DA FONSECA","ELDIO SUZANO",8,1
"ELENICE DE JESUS RAMOS","ELENICE DE JESUS",4,1
"ELFO MONTEIRO DOS SANTOS","ELFO",8,1
"ELI CARDOSO DE SOUZA","ELI CARDOSO",6,1
"ELIANA VALENTIM","ELIANA VALENTIM",6,1
"ELIANE PONTES ROLIM","ELIANE ROLIM",6,1
"ELIANE SANTOS DA CUNHA","ELIANE CUNHA",8,1
"ELIAS ANTUNES DE MEDEIROS","PROFESSOR ELIAS POSITIVO",6,1
"ELIAS DOS SANTOS AZEVEDO JUNIOR","ELIAS JUNIOR",5,1
"ELIAS GUEDES ARANHA SOBRINHO","ELIAS ARANHA",5,1
"ELIAS SILVA DE ANDRADE","LIA PRETO",4,1
"ELIMAR DOS SANTOS","ELYMAR SANTOS",6,1
"ELISABETE APARECIDA DIAS DA SILVA","TIA BETE",8,1
"ELISAMA DE ARAUJO MORAIS","ELISAMA",6,1
"ELISANGELA SANTOS SODRE","ELISANGELA",6,1
"ELISEU SCHUINDT","ELISEU SCHUINDT",3,1
"ELZILENI VIANA DE SOUZA","LENE ARAUJO",6,1
"EMANUEL BASTOS TORQUATO","DR. EMANUEL TORQUATO",8,1
"ERALDO VIEIRA DE SOUZA","CARTEIRO ERALDO VIEIRA",6,1
"ERIC FERREIRA BRAGA","ERIC",8,1
"ERLINA CELIA DA ROCHA VIANA","PROFESSORA ERLINA",8,1
"ERONILDO MEZINI FERREIRA","CAROCO",4,1
"EURICLEA MARIA DUARTE FERREIRA GOMES","MARISA DUARTE",6,1
"EURICO ANGELO DE OLIVEIRA MIRANDA","EURICO MIRANDA",8,1
"EURICO PINHEIRO BERNARDES JUNIOR","EURICO JUNIOR",8,1
"EVA GONCALVES ZOPELARIO","EVA",4,1
"EZEQUIEL DOMINGUES LOURENCO","QUIEL CANARINHO",8,1
"EZEQUIEL OLIVEIRA SILVA","PR EZEQUIEL OLIVEIRA",8,1
"FABIANA LOPES GALDINO","FABIANA LOPES GALDINO",7,1
"FABIO LINS E SILVA NERY DA COSTA","FABIO LINS E SILVA",5,1
"FABIO TENORIO CAVALCANTI FRANCESCONI","TENORIO CAVALCANTI",8,1
"FABRICIA MIRANDA","FABRICIA MIRANDA",8,1
"FATIMA BAYMA DE OLIVEIRA","FATIMA BAYMA",8,1
"FATIMA CRISTINA ALVES","FATIMA ALVES",7,1
"FELIPE LEONE BORNIER DE OLIVEIRA","FELIPE BORNIER",8,1
"FERNANDO ANTONIO CECILIANO JORDAO","FERNANDO JORDAO",8,1
"FERNANDO ANTONIO FOLGADO GONCALVES","FERNANDO GONCALVES",8,1
"FERNANDO DE SOUZA DIAS","FERNANDO",6,1
"FERNANDO LEITE SIQUEIRA","FERNANDO SIQUEIRA",8,1
"FERNANDO LOPES DE ALMEIDA","FERNANDO LOPES",8,1
"FILIPE DE ALMEIDA PEREIRA","FILIPE PEREIRA",7,1
"FLAVIO GUEDES DE MEDEIROS","FLAVIO GUEDES",8,1
"FLAVIO LEMOS DE SOUZA","FLAVIO LEMOS",8,1
"FLAVIO LUIZ DE SOUZA","FLAVIO LUIZ",8,1
"FLORIANO PINTO DA FONSECA NETO","FLORIANO NETO",8,1
"FRANCINELIO DA FONTE VIEIRA","IRMAO VIEIRA",8,1
"FRANCISCO AFFONSO SOARES PINTADO NETO","XICO PINTADO",6,1
"FRANCISCO CARLOS ACCIOLY NERY","CARLOS ACCIOLY",6,1
"FRANCISCO CARLOS DE ANDRADE PORTUGAL","FRANCISCO PORTUGAL",8,1
"FRANCISCO DE ALMEIDA ROCHA JUNIOR","CAPITAO ALMEIDA JUNIOR",8,1
"FRANCISCO FLORIANO DE SOUSA SILVA","FRANCISCO FLORIANO",4,1
"FRANCISCO JESUS DA SILVA","CHICO JESUS",4,1
"FRANCISCO JOSE DANGELO PINTO","CHICO DANGELO",8,1
"FRANCISCO RODRIGUES DE ALENCAR FILHO","CHICO ALENCAR",8,1
"FRANK DE FREITAS MAIA","FRANK MAIA",2,1
"FATIMA OLIVEIRA CRUZ","FÁTIMA CRUZ",6,1
"GELSON APICELO","GELSON APICELO",4,1
"GENIVALDO FERREIRA NOGUEIRA","BATATA",8,1
"GERALDA FREIRE MARQUES","PROFESSORA GERALDA MARQUES",8,1
"GERALDO ANTONIO VIEIRA CUNHA","GERALDO CUNHA",8,1
"GERSON SOUTO TEIXEIRA","GERSON BATATA",5,1
"GERVASIO DA SILVA","GERVASIO DA SOMAJA",4,1
"GESIEL DE OLIVEIRA LESSA","GESIEL LESSA",8,1
"GIL MAGNO PEREIRA DE SIQUEIRA","GIL MAGNO",6,1
"GILDARTE MESSIAS DO NASCIMENTO","GILDARTE",6,1
"GILMAR GUEDES LEONEZ","GIL DO GAS",7,1
"GILSON SEBASTIAO NOGUEIRA","GILSON NOGUEIRA",8,1
"GLAUBER DE MEDEIROS BRAGA","GLAUBER",8,1
"GUILHERME DE ALMEIDA SANTOS","GUILHERME DE ALMEIDA",6,1
"GUTTEMBERG SOUZA FILHO","GUTTEMBERG",8,1
"HAROLDO CRUZ FILHO","HAROLDO FILHO",8,1
"HELENA CRISTINA OPILHAR FIGUEIREDO","HELENA CRISTINA",5,1
"HELIO OLIVEIRA DE MOURA","HELIO MOURA",8,1
"HELIO VELASQUEZ","HELIO VELASQUEZ",6,1
"HELITON DA SILVA ANNES","HELITON ANNES",7,1
"HELOISA HELENA CABRAL DE MELLO DE FARIA","HELOSIA HELENA FARIA",6,1
"HENRIQUE GONCALVES DE ANDRADE","RICO",6,1
"HUGO LEAL MELO DA SILVA","HUGO LEAL",8,1
"IAMNI TORRES JAZER","IAMNI TORRES",8,1
"IRANY ONOFRE RODRIGUES","IRANY RODRIGUES",8,1
"ISAAC SEVERO DOS SANTOS","SÓ JESUS",8,1
"ISAC FARIAS NASCIMENTO","ISAC FARIAS",6,1
"ISAEL CORTAZ TEIXEIRA","DOUTOR ISAEL TEIXEIRA",8,1
"ISAIAS LEMOS COIMBRA","PASTOR ISAIAS COIMBRA",4,1
"ISLAN CRUZ","ISLAN CRUZ",6,1
"ITAGIBE DO COUTO CABRAL","ITAGIBE CABRAL",8,1
"IVAN ALVES CANELLAS","IVAN CANELLAS",8,1
"IVAN DE SOUZA","IVAN DO ATACADÃO",6,1
"IVAN MARCELO NEVES","IVAN MARCELO",7,1
"IVANI LOPES SAMPAIO DO NASCIMENTO","PROFESSORA IVANI",8,1
"IVONETE ROSA FARIAS","IVONETE ROSA",8,1
"JACKSON DE OLIVEIRA EMERICK","JACKSON EMERICK",8,1
"JADIR DA ROCHA CORREA","JADIR ROCHA",6,1
"JAILTON NAPOLES CORREA MENEZES","NAPOLES MENEZES",8,1
"JAIR MESSIAS BOLSONARO","JAIR BOLSONARO",8,1
"JAIR NOGUEIRA FILHO","DOUTOR JAIR NOGUEIRA",8,1
"JAIRO FERNANDES","MESTRE GARNISE",7,1
"JAMIL CARLOS DE OLIVEIRA","JAMIL",4,1
"JAMILA CALIL SALIM RIBEIRO","DRA. JAMILA",8,1
"JANDIRA FEGHALI","JANDIRA FEGHALI",8,1
"JAQUELINE FIGUEIRO FRANCA","JAQUELINE FRANÇA",7,1
"JEANNE DARC FERNANDES GUEDES","JEANNE GUEDES",6,1
"JEFERSON RAMOS DE OLIVEIRA","JEFERSON RAMOS",6,1
"JEFFERSON DIAS DA SILVA","JEFFERSON",8,1
"JEFFERSON LUIZ BARREIROS GONCALVES","JEFFERSON LUIZ",7,1
"JIMMY SANDRO PEREIRA DE SOUZA","JIMMY PEREIRA",8,1
"JOADIL RAPOSO MENDOCA","JOADIL JUNIOR",3,1
"JOANA CASTOR PINTO DE MESQUITA","JOANA CASTOR",6,1
"JOAO BARROS FILHO","CANDANGO DO POVO",4,1
"JOAO BATISTA BITENCOURT FILHO","JOAO BITENCOURT",8,1
"JOAO BATISTA DA SILVA","JOAO BATISTA DA SILVA",8,1
"JOAO CARLOS CAMILO DO NASCIMENTO","CARLOS CAMILO",6,1
"JOAO CARLOS DOS SANTOS RODRIGUES","CARLINHOS METODISTA",6,1
"JOAO FRANCISCO DE OLIVEIRA","JOAO KALUNGA",6,1
"JOAO GUILHERME DO ROZARIO DE SOUZA MAIA","JOAO GUILHERME",8,1
"JOAO JOSE TAVARES DE PINHO","JOAO JOSE PINHO",6,1
"JOEL CARNEIRO DA COSTA","JOEL CARNEIRO",8,1
"JOEL RIBEIRO OSORIO","JOEL OSORIO",8,1
"JONASTONIAN MARINS AGUIAR","JONAS MARINS",8,1
"JONATAN SILVA DE LIMA","JONATAN LIMA",8,1
"JONES CEZAR GUIMARAES","DR JONES CARDIOLOGISTA",8,1
"JORGE ALEM DE ARAUJO","JORGE ALEM",6,1
"JORGE DA ROCHA SOARES","JORGE ROCHA",4,1
"JORGE DE LIMA CHAVES","JORGE CHAVES",8,1
"JORGE DE OLIVEIRA","ZOINHO",5,1
"JORGE FELIX DE SOUZA","JORGE FELIX",5,1
"JORGE LEIBE DE SOUZA PEREIRA","JORGE LEIBE",8,1
"JORGE LUIZ DA COSTA HABIB","DR. JORGE HABIB",8,1
"JORGE LUIZ DE AZEVEDO SILVA","JORGE AZEVEDO",6,1
"JORGE LUIZ FRAGOSO DA SILVA","JORGE FRAGOSO",6,1
"JORGE MAROTTE CORREA","MAROTTE JÁ É",4,1
"JORGE MIGUEL DE OLIVEIRA","JORGE MIGUEL",6,1
"JORGINA PEREIRA FERNANDES","JO",6,1
"JOSE AUGUSTO RAMOS DA SILVEIRA","JOSE AUGUSTO",8,1
"JOSE AUGUSTO TELLES DE LIMA","AUGUSTO TELLES",4,1
"JOSE BENEDITO MAIA","ZECA FOGUETE",4,1
"JOSE CARLOS CHERMOUT","BONECO",6,1
"JOSE CARLOS DE ALMEIDA","JOSE CARLOS D'ALMEIDA",8,1
"JOSE CARLOS FEITOSA FRAGA","PROFESSOR FRAGA",8,1
"JOSE FLAVIO PESSOA DE BARROS","PROFESSOR JOSE FLAVIO PESSOA",8,1
"JOSE FLAVIO RAMALHO ORTIGAO","DR ORTIGAO",8,1
"JOSE FLORIPES HENRIQUE BEZERRA","JOSA",6,1
"JOSE GLICERIO BENTO BERNARDES","CANELA",6,1
"JOSE GUILHERME DE MORAES NETO","CORONEL GUILHERME",8,1
"JOSE LINS DE CERQUEIRA","LINS CERQUEIRA",4,1
"JOSE LUIZ MORAES VIEIRA","JOSE LUIZ",6,1
"JOSE LUIZ VIEIRA DA MOTTA","LUIZ MOTTA",4,1
"JOSE NADER JUNIOR","NADER FILHO",8,1
"JOSE ONIX GOMES DA SILVA","JOSE ONIX",7,1
"JOSE PEREIRA SUZART","JOSE SUZART",6,1
"JOSE RAIMUNDO SANTOS E SILVA","DR TAMBURIM",8,1
"JOSE SEVERINO PENHA","ZÉ PENHA",4,1
"JOSE SILVINO DA SILVA DAFLON","ZITO DAFLON",3,1
"JOSE TADEU MONTEIRO DE BARROS","TADEU",8,1
"JOSEMAR PINHEIRO DE CARVALHO","PROFESSOR JOSEMAR",8,1
"JOSIANA DA SILVA","JANE DA CRECHE",7,1
"JOSIMAR DA SILVA PECANHA","PASTOR JOSIMAR PEÇANHA",6,1
"JOSIMAR SANTOS BARBOSA","JOSIMAR",8,1
"JOSE CARLOS MADUREIRA SIQUEIRA","JC MADUREIRA",8,1
"JOSE FERNANDES DA COSTA FILHO","PROFESSOR JOSÉ FERNANDES",8,1
"JOSE JANDIR BORGES ALVES","JANDIR",6,1
"JOSE MEDEIROS SILVA","J. MEDEIROS",8,1
"JOSE ROBERTO LOUZADA","ROBERTO LOUZADA",8,1
"JOSE ROBERTO VIDAL","ROBERTO VIDAL",5,1
"JOAO CARLOS DOS SANTOS CHAVES","DR. CHAVES",8,1
"JUAREZ MARQUES LOPES","JUAREZ LOPES",8,1
"JUAREZ SILVA DOS SANTOS","JUAREZ SANTOS O OURO DO PAN",8,1
"JULIO CELIS MOREIRA COSTA","PR JÚLIO COSTA",6,1
"JULIO LUIZ BAPTISTA LOPES","JULIO LOPES",8,1
"JUVENAL JOSE CANDIDO","JUVENAL",8,1
"KARLA KETRIM FERREIRA DAS CHAGAS","KARLA KÉTRIM",8,1
"KATIA DE ALMEIDA ENNES","KATIA ENNES",8,1
"KATIA DOS SANTOS PEIXOTO DESIDERIO","KATIA PEIXOTO",6,1
"KATIA MARIA MARTINS EUGENIO GOMES","KATIA MARTINS",6,1
"KATIA REGINA DA SILVA VIEIRA","KATIA REIS",8,1
"KIEV SANTOS DOMINGUES","KIEV DOMINGUES",8,1
"KLEBER DE OLIVEIRA ARAUJO","KLEBER",8,1
"KLEBER DE OLIVEIRA SILVA","KLEBER SILVA",6,1
"LAILA BEATRIZ DA SILVA SOARES FARIAS","LAILA",6,1
"LANDIA DE PAULO TAVARES","LANDIA TAVARES",8,1
"LAURO ANTONIO DE OLIVEIRA FILHO","LAURINHO",6,1
"LAURO CESAR BOTTO MAIA","LAURO BOTTO",8,1
"LEANDRO AZEVEDO DE MELLO","LEANDRO MELLO",6,1
"LEILA MARIA SAO PAIO DE MENEZES CAMPOS","LEILA",7,1
"LEONARDO CARNEIRO MONTEIRO PICCIANI","LEONARDO PICCIANI",8,1
"LEONARDO LIA COSTA","LEONARDO LIA",8,1
"LEONARDO SERRI RAMOS","LEONARDO SERRI",8,1
